x,y,l
0.6764960971379012,0.42675893886966554,0
0.4206418039895924,0.4302191464821223,0
0.9080659150043365,0.4371395617070358,0
0.3183000867302689,0.45098039215686275,0
0.8898525585429314,0.4532871972318339,0
0.8638334778837814,0.46251441753171857,0
0.06764960971379011,0.4682814302191465,0
0.39809193408499566,0.47058823529411764,0
0.4891587163920208,0.47520184544405997,0
0.2844752818733738,0.4809688581314879,0
0.3295750216825672,0.48327566320645904,0
0.9071986123156982,0.4844290657439446,0
0.31309627059843886,0.49596309111880044,0
0.6513443191673894,0.5086505190311419,0
0.3868169991326973,0.5155709342560554,0
0.40242844752818735,0.5155709342560554,0
0.6895056374674762,0.5155709342560554,0
0.39809193408499566,0.5167243367935409,0
0.6418039895923677,0.5236447520184544,0
0.6712922810060711,0.52479815455594,0
0.6556808326105811,0.5271049596309112,0
0.7163920208152645,0.5351787773933102,0
0.9323503902862099,0.5432525951557093,0
0.6383347788378144,0.544405997693195,0
0.6253252385082394,0.5467128027681661,0
0.8941890719861232,0.5536332179930796,0
0.41803989592367735,0.5628604382929643,0
0.42671292281006074,0.5628604382929643,0
0.9089332176929749,0.5686274509803921,0
0.7241977450130095,0.5790080738177624,0
0.6790980052038161,0.5951557093425606,0
0.6912402428447528,0.6078431372549019,0
0.7155247181266262,0.629757785467128,0
0.6105810928013877,0.6332179930795848,0
0.062445793581960105,0.643598615916955,0
0.6981786643538594,0.643598615916955,0
0.8716392020815265,0.6539792387543253,0
0.9193408499566349,0.6539792387543253,0
0.8829141370338248,0.6701268742791234,0
0.8482220294882914,0.6735870818915801,0
0.5767562879444926,0.6747404844290658,0
0.6652211621856028,0.6747404844290658,0
0.8846487424111015,0.6805074971164936,0
0.6929748482220295,0.6828143021914648,0
0.2220294882914137,0.6897347174163783,0
0.5758889852558543,0.6920415224913494,0
0.25498699045967044,0.6978085351787774,0
0.212489158716392,0.7012687427912342,0
0.20901994796183868,0.7093425605536332,0
0.8490893321769297,0.7185697808535179,0
0.8872506504770165,0.7231833910034602,0
0.3044232437120555,0.7277970011534025,0
0.2766695576756288,0.7335640138408305,0
0.8594969644405898,0.748558246828143,0
0.22116218560277537,0.7508650519031141,0
0.29314830875975717,0.7566320645905421,0
0.20641803989592367,0.7577854671280276,0
0.2653946227233304,0.7612456747404844,0
0.06764960971379011,0.7647058823529411,0
0.29314830875975717,0.7658592848904268,0
0.8742411101474414,0.7693194925028836,0
0.3018213356461405,0.7785467128027682,0
0.18560277536860365,0.7808535178777394,0
0.808326105810928,0.7843137254901961,0
0.852558542931483,0.7843137254901961,0
0.8248048568950563,0.7912341407151096,0
0.797918473547268,0.8016147635524798,0
0.813529921942758,0.81199538638985,0
0.07111882046834345,0.8223760092272203,0
0.5212489158716392,0.8304498269896193,0
0.593235039028621,0.8304498269896193,0
0.8404163052905465,0.8339100346020761,0
0.04163052905464007,0.8408304498269896,0
0.608846487424111,0.8408304498269896,0
0.5793581960104076,0.8604382929642446,0
0.6261925411968777,0.8604382929642446,0
0.7528187337380746,0.8615916955017301,0
0.6175195143104943,0.8685121107266436,0
0.6235906331309627,0.8696655132641292,0
0.7233304423243712,0.8696655132641292,0
0.7432784041630529,0.8719723183391004,0
0.0823937554206418,0.8765859284890427,0
0.645273200346921,0.881199538638985,0
0.20728534258456202,0.8835063437139562,0
0.6999132697311362,0.8835063437139562,0
0.07025151777970512,0.8858131487889274,0
0.11621856027753687,0.8858131487889274,0
0.1691240242844753,0.8869665513264129,0
0.13183000867302688,0.889273356401384,0
0.6695576756287944,0.8915801614763552,0
0.2983521248915872,0.8927335640138409,0
0.09280138768430182,0.8996539792387543,0
0.5490026019080659,0.8996539792387543,0
0.21595836947094535,0.9019607843137255,0
0.5359930615784909,0.9077277970011534,0
0.5819601040763226,0.9077277970011534,0
0.1326973113616652,0.9100346020761245,0
0.3148308759757155,0.9146482122260668,0
0.2619254119687771,0.9158016147635525,0
0.47181266261925414,0.9181084198385236,0
